NAME,Revenue_2015,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,Revenue_2020
WVBO,5815987.0,5017241.0,5332364.0,6253819.0,5184921.0,24.714641591224908,17.86353804818009,14.0,7.454397017239286,5356807.378834047
YQVF,1495729.0,2165829.0,3146838.0,4523029.0,5184825.0,40.09151387309704,42.34426225351377,48.0,47.0,5966853.125409904
DLTS,2796243.0,2412722.0,1546542.0,3167119.0,5163447.0,58.0,67.0,77.0,83.0,5172599.410248774
LRGF,2977328.1204302907,1344999.0,4004537.0,5065837.0,4031000.5160753224,45.71794182887866,33.82253146585031,24.0,13.042281035580352,5366105.920003107
DPTR,3655138.3094092235,3329791.5450955136,3577621.0,4168142.0,5158603.0,34.26177114102593,31.62857671307146,32.04482826919687,28.0,5925247.678894522
KCIQ,3407000.0,3391000.0,4827000.0,6981639.265256944,7679994.660464658,62.0,59.0,49.0,33.0,8565499.609473966
CESU,3040427.0,3528410.0,3743250.0,4123218.0,5141463.0,32.756541027277635,40.0,49.0,53.0,5966356.825623157
JNCV,4794182.0,4537419.0,4273332.0,5023931.0,5735408.3376994375,35.21629171005178,25.8430347570152,19.0,10.248339026409818,6131926.214012852
ERLZ,1334892.0,2414355.0,4364971.0,6631042.0,5095350.0,34.26177114102593,31.62857671307146,32.04482826919687,28.0,5520964.891877825
JVZW,5328107.68340875,4171250.668390698,4601623.0,4996905.0,4858111.971869493,29.50318234925676,41.9598106811244,55.76052749433826,64.0,5485146.076425761
ZQMX,-8067915.0,6189859.0,112738.0,7678524.0,5085091.0,50.00782165121326,37.55752817827492,27.0,15.485812044426108,-1090496.532071791
ONMQ,8654340.0,6090500.0,6724683.0,7657374.0,5083028.0,69.0,67.0,61.0,57.979698061691565,5023256.820115989
CSBE,1642912.0,2623110.0,4621030.0,4986704.0,5467761.487400114,95.69193797830496,95.0,88.0,87.0,7135922.194211313
GIJD,3275473.0,3690108.0,4122134.0,4979444.0,5840165.812634062,36.0,37.0,33.0,44.0,6605253.2961804895
VZEW,437129.0,858941.0,1794826.0,4575199.0,5057035.0,0.0,34.0,57.0,113.0,5212841.875555286
TMFH,1647655.0,2317617.0,3352195.0,4531122.0,5169837.0,14.212991472398038,9.884041339344982,9.0,4.660455008068751,6063249.442224819
TKVQ,2119.0,475326.0,602617.0,2270225.0,5020467.0,25.9764861421167,33.0,44.0,47.0,5744581.16813662
YSQL,2949636.0,4662381.0,5813072.0,6065705.0,4955765.0,37.03023893168963,43.0,45.0,51.0,5793476.662550984
UJSD,2207139.0,2335544.0,3467684.0,3786652.0,5016951.0,100.0,104.0,102.0,115.0,6386623.04911725
HPII,-387083.60741879744,475825.0,1255704.0,2462862.0,5015363.0,18.413651519928784,13.075840022879023,11.0,5.7780318117369625,6230747.743841203
JVIK,3691864.0,3697991.0,3954574.0,4507370.0,5141148.0,49.29247342950109,36.68658768055152,26.0,14.398703190077367,5841203.436645264
ITLM,620891.7575336903,430031.0,1908960.0,3677568.0,5012597.0,36.15628341909296,42.0,42.0,49.0,6076155.623069909
LDCI,2171199.0,2638651.0,2758789.0,3806468.0,5002147.0,21.0,32.0,33.0,42.78665644589921,5565897.554696902
BGEB,4281937.0,3674174.0,4796018.0,4906533.0,4745139.934732577,37.0,35.0,34.0,34.0,5852753.3959813155
LGST,1260008.470141931,1262523.0,2279834.0,3528014.0,4994055.0,100.9816297687247,112.0,128.0,129.0,6005949.788178033
VNSQ,10872714.0,9083323.0,6243247.0,4658735.0,5073047.0,51.193825631860975,54.06770867327293,60.0,59.0,4820796.4677678365
VRSL,3340104.0,3663236.0,4243619.0,4746788.0,4982675.0,24.0,33.0,42.0,44.0,5758245.635882767
BYEH,5947274.0,3346484.7251929212,3737782.0,4880974.0,4138280.430353116,34.0,35.0,37.0,41.0,4281776.202451987
LESP,45874.0,1325000.0,4927000.0,4677000.0,4962000.0,29.704688765198327,35.0,47.0,47.0,7668590.388257742
RMHC,5334000.0,4709000.0,4443000.0,5155000.0,5081000.0,41.0,39.0,36.0,39.0,5248755.365946045
IZAO,1838294.0,2128666.0,2649065.0,3371184.0,4951549.0,37.830712734852824,23.88015123703177,14.258053850340836,1.0,5962811.488238917
HLIT,1301115.0,2310347.0,3151525.0,5203423.0,4949681.0,78.0,87.0,100.0,89.0,5145689.363491009
DTYQ,4090321.0,4350606.0,4559496.0,5181741.0,4947146.0,70.92230567929029,88.0,123.0,123.0,5328929.8358452525
VFRX,1847914.240660388,2555222.0,3158598.0,3103389.0,4944808.0,32.78587617541392,35.74348126122855,42.0,42.0,6343035.449308097
RNCK,772750.0,303161.0,212794.0,491911.0,4934871.0,22.294942426444543,37.0,59.0,66.0,6474212.881966455
WNIL,624408.0,1668366.0,2165616.0,3411263.0,4928384.0,43.0,43.0,34.0,38.0,5700642.69797502
PVMX,431903.0,1502204.0,1862689.0,3743891.0,4616854.0,13.967343511436994,22.0,33.0,38.0,4898518.373522169
HVOD,6086972.0,4849607.498447848,5634906.0,5834597.887191626,4917814.0,54.0,49.0,41.0,36.25520321553178,5628786.131716658
WWLD,5912838.0,5958139.0,5061175.0,4819504.0,5658733.63012124,90.0,89.0,87.0,88.0,6084466.759043431
HZTD,678000.0,3000000.0,3702000.0,4346000.0,4910000.0,54.68384862864272,48.0,44.0,36.0,5779820.248150441
IYZB,8731924.0,8494460.0,9542911.0,5628554.0,4905602.0,36.850702219952055,36.0,33.0,33.0,7350749.550242764
TICL,828743.0,1624885.0,6739419.0,7167130.0,4888151.0,37.566346690865636,24.454108679701374,15.57559269618202,3.0,7530160.304974945
KSMA,1784428.0,4491513.0,5197559.0,6420179.0,4887127.0,70.8331111668366,66.0,61.0,55.0,5008956.853835576
MCVU,885636.0,2050368.0,4570374.0,7649361.469534782,8892401.120178565,24.172269219643866,55.0,80.0,106.0,10195156.331266325
IGUM,427009.0,1580000.0,2238000.0,3335000.0,4876000.0,73.94832931756926,74.0,80.0,74.0,5781589.620680675
HTTM,5803662.030875754,4854303.446863422,4964560.476671986,4780286.0,4710581.386562509,24.609179016577365,27.0,31.0,32.0,5401980.659260198
XFMD,6567620.0,6882167.0,5922622.0,5461832.0,4868294.0,72.64781119047883,66.0,62.0,53.0,4953108.48428834
PQCJ,1627611.0,2015962.0,2760893.0,4361009.0,4854720.0,30.166026800792714,36.0,51.0,50.0,5363819.18643434
KGZG,4143923.0,4376037.0,4441501.0,4392693.0,4853740.0,2568.5835200435927,2620.0,2552.0,2508.0,4735434.455061467
AZLB,-1135027.767210686,593136.0,3090449.0,2544334.0,4836938.0,34.26177114102593,31.62857671307146,32.04482826919687,28.0,7558383.601001356
QDZM,6600578.0,7364699.0,7048969.0,6566744.0,4836011.0,43.16735741833596,47.0,47.0,51.0,4992085.779819669
HELW,1701072.0,2020945.0,1651488.0,3559485.0,4825195.0,17.0,49.0,49.0,79.22416682387399,4796029.850585566
BFGI,3592516.0,2763837.0,36010730.0,2098772.0,4972817.0,54.97959508999104,49.0,52.0,41.0,37026498.819006756
ZBFJ,1966810.0,1864022.0,2133819.0,2658546.0,4819834.0,30.0,37.0,38.0,41.0,5893487.319264781
SNDU,2532000.0,2385000.0,3110000.0,3471000.0,4800000.0,40.0,44.0,53.0,57.0,5966669.184743538
ZGNQ,2532000.0,2385000.0,3110000.0,3471000.0,4800000.0,37.12768004887387,45.0,55.0,59.0,5965962.162628543
AJGF,1216000.0,1817000.0,3046000.0,3647000.0,4795000.0,35.84796740494896,28.184832057053796,24.13959519414973,16.0,6113875.130676627
TTQZ,3048589.0,3236862.0,2545548.0,2153809.0,4784513.0,34.35899056926431,34.0,36.0,34.0,5798746.240640243
VWYV,833740.0,1531530.0,2440408.0,4019180.0,4780918.0,85.87162882714927,85.1177058980725,88.0,82.0,5438770.781610256
ZQXV,1419492.627806974,1194444.0,3965873.0,4442654.0,4773183.0,38.20200255681725,40.0,43.0,43.0,6759541.8562522195
MALN,185326.0,857262.0,1454209.0,3054083.0,4761643.0,35.9801504269426,27.897853335719034,23.480825771229156,15.0,5502004.488073903
GKUX,3259000.0,3360000.0,2430000.0,3333000.0,4746000.0,43.61268866525623,46.0,48.0,49.0,4832974.7262048405
DERT,2091973.0,3972256.0,3216047.0,3538932.0,4731329.0,49.0,57.0,67.0,70.53948884867016,5066374.882028846
SGEN,821101.0,2025876.0,3073357.0,4652317.0,4720731.0,84.0,89.0,89.0,88.0,5274633.667210877
JKWF,2615921.0,4220588.0,5377265.0,5207973.0,4713869.0,52.274232572508296,51.0,49.0,47.0,5855652.361779945
ZXTB,6163710.0,6926545.0,6573793.0,4591471.0,4687795.0,105.0,85.0,90.0,62.0,5831996.888593969
WBLD,24289000.0,32101000.0,4387000.0,-22234894.235419586,-15629525.730693692,41.51728178134789,30.630732782316258,22.0,11.924704231912145,-19531533.368003532
DXXV,3320525.0,2417190.0,3016360.0,3507196.0,4677193.0,16.313321496163397,11.479940681111996,10.0,5.219243409902862,5698807.172732752
JXTV,1434408.0,1659996.0,2953837.0,6025145.0,4665517.0,36.24451647092976,27.32389589304941,22.16328692538796,13.0,4459324.478002876
VMHS,1517553.0,2500143.0,3644942.0,4560660.0,5474877.102616429,84.98677551103776,77.0,74.0,62.0,6591924.574568618
DMZJ,1116601.0,1717463.0,2407493.0,3632524.0,4637674.0,59.31319684673427,70.0,86.0,89.0,5360254.537104438
OWTQ,2845422.0,3109460.0,3025848.0,3833794.0,4635089.0,23.949535636818908,27.0,29.0,32.0,5063469.874473591
AXEX,3540160.496573177,2681571.0,5470522.0,5343546.0,4634440.0,43.312767085220884,40.177827955662394,42.0,36.0,6591232.893660866
VCKK,4629825.0,4593940.0,4739401.0,4187972.0,4569331.0,63.98626728322676,61.0,61.0,55.0,5514717.207438663
XTUR,845984.0,812961.2001396015,2262210.0,4534644.0,5124542.325780708,132.4076967098584,204.0,251.0,311.0,5709876.324571169
GSRD,3045786.0,4444514.0,5118436.0,2061845.0,4768082.0,74.0,82.0,94.0,97.0,7517498.875525981
PUXI,3855000.0,4011000.0,4156000.0,4553000.0,4614000.0,21.67213611896937,26.0,33.0,35.0,5132783.056285967
GGCC,3855000.0,4011000.0,4156000.0,4553000.0,4614000.0,24.823491149415567,28.0,32.0,34.0,5133136.567343464
ERHK,8698524.333245654,1459493.0,980373.0,8517213.0,4597287.0,35.71578438295536,28.4718107783886,24.798364617070327,17.0,1109040.3467410475
BRBF,4095220.003936375,3134542.0,4087631.0,4581563.0,4576177.0,36.254424728846935,39.0,48.0,46.0,5474259.744759607
SYFU,2778137.0,3049534.0,4935706.0,3988268.0,4568114.0,177.07087881187576,213.0,241.0,263.0,6582020.845046222
VIPG,1933654.0,3129037.0,2681471.0,4161346.0,4557937.0,18.56814018850237,25.0,48.0,44.0,4427263.309370685
TWIK,3634457.0,3360196.0,3600614.0,4941161.0,4555900.0,16.313321496163397,11.479940681111996,10.0,5.219243409902862,4668282.281033691
JUAI,3060751.0,3375923.0,3673327.0,3994774.0,4550527.0,47.81827185264403,35.418430807617334,25.0,13.601069437414463,5308355.688850894
SABK,2886235.0,3143614.0,4253169.0,6079816.49099184,6917429.8079995,50.00782165121326,37.55752817827492,27.0,15.485812044426108,7748855.059344603
EXVP,3866621.723996998,2282762.443476349,3023029.0,4454228.0,4208103.528103948,34.12958811903233,31.915555434406258,32.70359769211746,29.0,4565247.556820739
BYAX,4149086.0,4572118.0,4693636.0,4317977.0,4539816.0,34.0,41.0,41.0,40.0,5370072.27687825
QNIC,7294482.0,7647760.0,6591832.0,4452846.0,5005589.25195084,47.00900794727599,53.0,63.0,64.0,5957973.58334134
CIKA,5731811.0,5304532.0,4243452.0,4057838.022680228,4667784.055062886,90.0,86.0,83.0,82.0,4874777.224564434
GQAU,3308501.0,5433581.0,4000111.0,4430914.0,6785563.990502652,71.0,71.0,71.0,67.0,7116014.536343261
OBKZ,18717.0,358337.0,717504.0,1136047.0,4515531.0,26.309527649468272,28.904804183035694,35.0,35.0,5968326.072681067
TVYN,5822053.0,7465613.0,8659149.0,5707504.0,4509725.0,121.0,114.0,108.0,97.94225702301856,6509370.484612221
QTLE,-198811.23526234133,399324.0,843805.0,2115821.0,4496578.0,26.801721096121234,33.0,42.0,45.0,5420921.22406253
DFEN,3490384.0,3380148.0,3993880.0,4034565.0,4574031.0,38.547831035370606,42.0,47.0,48.0,5593682.598091193
ZCZA,3966000.0,4678000.0,5210000.0,4363000.0,4875299.633539494,118.01787899265435,106.0,65.0,67.0,6186157.654912049
BFRX,2529645.0,2823333.0,2686307.0,4515960.0,4435107.0,3.7113413535711635,1.9045446305098706,4.0,1.8665129988982128,4230366.71243257
SVUO,3647000.0,3820000.0,4134000.0,4186000.0,4432000.0,51.43851809463753,39.2994091737217,29.0,17.66002975312364,5214433.338587737
NGNM,5189115.0,3057832.0,3242785.0,3706668.0,4360516.0,26.814971614990277,19.45943738994711,15.0,8.013185419073395,5020270.041231064
PZUY,4678626.4870302025,3112378.103982964,4136555.0,6113578.558348437,6002382.477610989,80.22456947294114,78.04113273397203,80.0,73.0,6423803.90422184
PNOC,4020065.3896151283,3638288.0,3614112.0,3637170.0,4406935.0,47.81827185264403,35.418430807617334,25.0,13.601069437414463,5148122.353079891
SXNA,2980603.0,3168839.0,3505766.0,4543703.0,4402373.0,53.0,49.0,40.0,42.0,4720367.899022543
XBMC,6820940.250616359,6076027.0,4122564.0,3112587.1979922787,3603631.1220456883,37.830712734852824,23.88015123703177,14.258053850340836,1.0,3577273.5727091823
WHFB,5534294.557994313,4426258.0,4038765.0,4315272.0,4434313.06831615,33.30273650117772,36.0,38.0,40.0,4712604.708895912
VTHJ,745970.0,892758.0,2793972.0,3229297.0,4388725.0,55.225920800177505,54.0,59.0,53.0,6102115.522322032
KWWE,444110.6588983071,1361888.4352764594,1154121.0,1739566.0,4386689.0,11.01565528376777,19.0,23.0,32.0,5280144.284175246
MVXQ,2408711.0,2841774.0,3490445.0,4010312.0,4381851.0,33.11596168628642,24.24713541524818,18.0,9.689550624575704,5201914.044893365
BTUT,2334420.0,2344615.0,3049293.0,4099718.0,4472832.0,33.97838666961031,38.0,43.0,45.0,5117166.014565516
JYHX,1188531.0,1023715.0,2392864.0,2752745.0,4359599.0,47.81827185264403,35.418430807617334,25.0,13.601069437414463,5937190.530596969
PEAI,4717589.0,4605802.0,4789147.0,4989654.0,4357419.0,87.0,100.0,107.0,114.36919743347867,4755123.9662949275
VTRY,5783776.0,5690261.0,5039085.0,4285483.0,4355770.0,41.0,41.0,40.0,38.90656177060929,4861222.266424454
OHXW,3079820.0,2762220.0,3134749.0,4315517.0,4355196.0,35.82580046317054,37.0,46.0,42.0,4681745.416264698
WFFO,4308437.0,4075930.0,4077601.0,4895766.533443935,5535659.233318394,43.61761180511329,32.226632124083295,23.0,12.483492633746245,6021467.440989008
VICW,80853.0,355615.0,1003571.0,1954294.0,4349165.0,39.41695175758251,29.03483344054924,21.0,11.365915830078038,5511783.426080587
ACBT,1882448.0,2282937.0,3133905.0,2645599.0,4457496.0,26.407172058975743,30.0,33.0,36.0,6120817.770494099
NYVX,2395008.0,3404746.0,3527460.0,4763303.0,4345966.0,37.0,42.0,44.0,44.0,4400716.519110031
DGGR,35996002.0,17301700.0,2271259.0,3495231.529009793,4290118.0,73.0,74.0,68.0,34.0,-3563519.104973903
BQOC,4623315.92767932,3048346.7715067696,4067842.0,6043235.018500715,5924831.878592389,34.26177114102593,31.62857671307146,32.04482826919687,28.0,6354248.338238932
IDHA,4225915.0,6244838.0,3769471.0,4820367.0,4338618.0,111.0,94.0,94.0,73.40142522764873,3026936.7396280947
DJNP,3129245.0,3694840.0,4793483.0,8544521.0,4332543.0,78.0,88.0,92.0,86.0,3007406.141464075
ZCEX,7616852.0,6640759.0,5258135.0,4869630.0,4361669.0,68.0,64.0,57.0,52.35695139817653,4184316.8077729796
TLSL,1515082.0,1928340.0,1021439.0,2576410.0,4328308.0,38.0,44.0,51.0,55.0,4243628.732154237
GXVG,2215355.0,2953270.0,6957236.0,4212152.0,4324469.0,37.434163668872,24.741087401036147,16.2343621191026,4.0,8122062.789468027
WSLW,2963491.0,3135318.0,4565998.0,4785051.0,4324373.0,44.55137152511915,50.0,59.0,60.0,5451923.097568857
TKWQ,1855348.3113026854,409836.1315578029,1381298.0,3953733.0,4320274.0,18.96747379405634,23.0,26.0,30.0,4534079.270623057
CTJG,3001533.0,2754765.0,3398743.0,4216736.0,4581054.3753769575,63.951491862126126,67.0,72.0,71.0,5274054.899936541
REXG,4322476.0,4374503.0,4903992.0,5200811.0,4289350.0,89.0,87.0,80.0,86.0,4775062.590899907
NPYW,2863268.0,3690358.0,3969077.0,4353646.0,4286275.0,26.814971614990277,19.45943738994711,15.0,8.013185419073395,4841948.108089016
TQHG,2915213.0,3135982.0,3518520.0,3729010.0,4283235.0,54.84667835913643,58.0,57.0,60.0,5097635.327176217
RHLK,3708728.0,3769460.0,4446218.0,4193975.0,4436600.50104813,35.21629171005178,25.8430347570152,19.0,10.248339026409818,5531833.5981498305
TAFY,4453267.0,3896740.0,3706870.0,4190779.0,4594989.725364225,43.0,41.0,46.0,41.469413328454756,4982261.546279803
URJT,2758170.0,3332991.0,3805920.0,4186441.0,4956399.589951696,49.29247342950109,36.68658768055152,26.0,14.398703190077367,5862514.648590451
RWMQ,6085768.0,1700410.0,2899910.0,5297733.0,4259758.0,39.90119302341844,41.0,44.0,43.0,4303004.414479362
TLVJ,1304269.4606379485,1026716.9485565636,1373000.0,2816000.0,4258000.0,35.9801504269426,27.897853335719034,23.480825771229156,15.0,4827580.776509804
SFQY,1792000.0,2014000.0,2122000.0,2831000.0,4247000.0,36.905431580897705,25.889002286375398,18.869439810784993,8.0,4957926.918059729
WBAF,1149675.0,1480775.0,2136147.0,2777623.0,4238198.0,50.72316987292538,38.4284686759983,28.0,16.572920898774886,5278921.985101825
IOJT,2445557.0,997000.0,3129000.0,4308000.0,4212000.0,36.24451647092976,27.32389589304941,22.16328692538796,13.0,5461857.1443124255
HYOW,3152000.0,3782000.0,3431000.0,4283000.0,4206000.0,37.75601004385379,36.0,47.0,38.0,4227610.778988946
CTHH,4526707.0,4380183.0,4479809.0,4332951.0,4302874.0,76.23691212915793,92.0,109.0,117.0,4932381.506855116
WWOS,232085.0,980571.0,1454849.0,2824980.0,4182366.0,41.0,54.0,71.0,75.0,4802190.854962454
PXQE,13499662.0,16634063.0,3914353.0,-7821458.232083324,-4628434.365169378,64.2924968457445,84.0,106.0,117.0,-6279551.428333237
RYOZ,3262676.0,3560177.0,3631511.0,4288875.0,4177824.0,65.37440469237521,54.0,47.0,34.0,4492789.721094271
VFMC,2942000.0,2981000.0,3362000.0,3665000.0,4176000.0,34.26177114102593,31.62857671307146,32.04482826919687,28.0,4949587.048817871
NADS,234806.0,1159123.0,2091338.0,4096612.0,5317427.409215558,31.12729783193891,36.219273433043796,44.0,46.0,5984674.220519968
XOSZ,3643274.0,3224803.0,4289656.0,4091097.0,3933581.1651804107,43.95851714380959,48.0,52.0,54.0,5076322.924854664
BYQL,3908244.0,3842836.0,3547264.0,4200695.0,4168564.0,59.382047496365814,63.0,68.0,68.0,4293294.6694063395
EFAK,5203522.0,4722699.0,6068278.0,4841526.0,4220561.0,40.36459271019548,37.0,35.0,31.0,5808527.126503423
XHKO,2220357.0,3299313.0,4281915.0,4255865.0,4151291.0,78.0,75.0,74.0,75.0,5202327.471997789
KYKM,521791.0,1241984.0,1250730.0,3021691.0,4148052.0,35.21629171005178,25.8430347570152,19.0,10.248339026409818,4328327.328254635
WILG,913323.0,1176284.0,1395409.0,3008693.0,4136102.0,55.08640316776793,60.40522405496775,68.0,69.0,4468423.3408795055
ZERN,5343.696539014112,197145.0,1451769.0,2548452.0,4134268.0,37.16979762488486,25.31504484370577,17.551900964943798,6.0,5358787.392315694
OTLL,4037761.0,4284236.0,4130294.0,4351110.0,4131492.0,43.514547355502245,49.0,42.0,52.0,4451912.157348461
IQLS,4515389.0,4813388.0,5162717.0,3996854.0,4125192.0,89.0,85.0,80.0,74.0,5317453.218896851
KRKP,1767238.057468723,445159.4689359155,1310945.0,3667242.0,4121700.0,35.45141833896822,29.04576822105822,26.11590346291152,19.0,4374442.255714709
KFBC,5527898.0,5209341.0,2829225.0,1881182.0,2730440.0,1.2989928703967157,0.0,2.0,0.7144740364733928,2492267.014797638
NQPZ,6699117.0,7174380.0,7906357.0,5402500.0,4115475.0,1.2763636637288744,0.15415793589792992,3.0,1.4735260716949563,5687445.319742128
EBCA,-409550.8097193416,678444.2213206186,424937.0,1155255.0,4097613.0,37.16979762488486,25.31504484370577,17.551900964943798,6.0,4979513.495771368
XLRG,747701.0,1711496.0,2698741.0,3579963.0,4094447.0,37.69852971285922,24.167129958366562,14.916823273261423,2.0,4985661.377257362
ETOY,478835.07611081307,148882.0946639746,604092.0,2519472.0,4088779.0,4.564721895916339,17.0,23.0,37.0,4555314.016207574
EBAG,1310661.5900826023,1527.0,1934439.0,4036000.0,4077000.0,29.459724513624774,30.0,31.0,31.0,4893691.635117123
KAFF,1664000.0,705000.0,1847000.0,2310000.0,4076000.0,66.78973218393696,66.0,69.0,64.0,5498517.127122925
WSJL,22064860.0,13937874.0,7328331.0,7753694.0,4075877.0,121.88645783973618,100.87581541449859,89.0,63.0,-54180.2335141619
RHPT,1594448.0,1621854.0,3102684.0,3992700.0,4214584.824766561,50.0,73.0,74.0,66.0,5280712.497831467
LZEX,7302289.929923998,6031172.0,6345084.0,5128828.0,4169068.0,50.72316987292538,38.4284686759983,28.0,16.572920898774886,5111120.84085623
QTNW,340715.0,876423.0,545518.0,14003222.0,4055009.0,37.31662173381714,27.438934098782216,20.0,10.807127428243938,-3109797.6687545856
DPTJ,3509958.0,2274588.0,2655185.0,3050019.0,4076873.0,36.905431580897705,25.889002286375398,18.869439810784993,8.0,4946756.742006139
KJLJ,1564980.0,2262664.0,2095688.0,3072046.0,4043952.0,42.133706115876684,46.72786989858207,54.0,55.0,4366728.801201539
WQGR,882000.0,738000.0,2244000.0,4005000.0,4039000.0,35.71578438295536,28.4718107783886,24.798364617070327,17.0,4753022.215502871
NSUB,-1099755.679591923,209886.0,372226.0,997177.0,4037995.0,28.91530163875565,21.05533673171413,16.0,8.571973820907502,5205439.492907768
ACUD,4748.0,273033.0,1320989.0,3959322.0,4929986.262689341,12.0,38.0,72.0,88.5451209562325,5324064.028122777
OZSW,2656703.011955915,478000.0,398000.0,3956000.0,4206772.859523986,5.811671377336539,3.5004439722768934,5.0,2.4253014007323195,3455532.234130988
SNUZ,2257555.0,2733989.0,2917935.0,3571906.0,4024177.0,40.57408134809869,53.0,66.0,74.0,4520166.731226608
SWUN,1766758.512012484,1505011.0107171321,1722630.0,2718758.0,4021514.0,34.526137185013134,31.054619270401872,30.727289423355693,26.0,4637349.273518261
PUOY,428542.0,446145.0,2236308.0,3431522.0,4019651.0,16.313321496163397,11.479940681111996,10.0,5.219243409902862,5241815.903549386
YPAT,3010440.0,2641133.0,3242314.0,3210738.0,4006452.0,0.9872985124877305,2.0,6.241636966038785,6.707444210764078,5094581.110209968
IPRQ,875000.0,1251171.0,1999887.0,2250000.0,4000000.0,1.499624688915253,0.0,1.0,0.0,5303588.468367341
ABFN,2276729.0,3944454.0,7738960.0,6474813.0,3998955.0,58.0,59.0,74.0,77.0,6436060.238637579
TXLC,2707876.0,3294000.0,3908000.0,4078000.0,3993000.0,35.187052294981086,29.619725663727863,27.433442308752724,21.0,4786114.350715126
XQCC,520703.0,932220.0,2330694.0,3312480.0,3990396.0,18.22503462717484,23.0,26.0,31.0,5091980.266505174
JZOT,3181534.0600300003,2315288.596638321,2680852.0,3522024.0,3983659.0,35.94267147882448,36.0,37.0,36.0,4521543.36528858
OTVG,5843000.0,2217000.0,2612000.0,3224000.0,3983000.0,37.31662173381714,27.438934098782216,20.0,10.807127428243938,4706126.182714009
TBVC,5843000.0,2217000.0,2612000.0,3224000.0,3983000.0,37.31662173381714,27.438934098782216,20.0,10.807127428243938,4706126.182714009
DOBT,413680.0,856153.0,1501685.0,1757412.0,3981877.0,26.24746627634004,38.861499902710406,52.0,61.0,5323717.399691237
VEEA,1653000.0,2086000.0,2879000.0,3082000.0,3979000.0,32.6755748771029,35.072321369089124,39.95006134424401,40.0,5095321.508962902
VWTY,2963975.0,3738668.0,3143279.0,3001730.0,3981103.0,37.69852971285922,24.167129958366562,14.916823273261423,2.0,4507908.816032724
AOTG,328541.0,1367183.0,2152879.0,3989538.0,3969093.0,36.05471899954343,50.0,58.0,71.0,4227658.012984142
UEQU,-34554.94891050225,50000.0,1869000.0,2761000.0,3964000.0,5.669696522595061,16.0,26.0,35.0,5455976.671479452
FNVQ,4413105.0,3615092.0,3278443.0,3427960.0,3963219.0,12.112661448632664,8.288141997577961,8.0,4.101666606234643,4408249.426985005
KVQG,2116000.0,2489000.0,3069000.0,3918000.0,3959000.0,30.56399894773378,34.0,38.0,40.0,4502120.910357931
JLEW,5707019.177034892,4598441.0,3700341.0,3751878.278436169,3967910.0910151554,75.41926251384076,67.0,64.0,52.0,4048575.59873603
MMQW,1564917.0,1737330.0,1620608.0,2834606.0,3887641.0,331.2796535210682,349.0,360.0,359.0,4053002.5293528023
YCQN,870250.0,1489488.0,3060784.0,2959814.0,3941981.0,42.86709181278804,45.27512385845357,51.0,50.0,5610111.9003183
KEKH,3304000.0,3956000.0,3881000.0,4388000.0,3930000.0,18.413651519928784,13.075840022879023,11.0,5.7780318117369625,4131697.5673214835
TZYH,232000.0,824000.0,1538000.0,2229000.0,3926000.0,59.90417335023858,67.71969330497586,77.0,80.0,4999920.80251468
UVLX,6575754.0,5910891.0,4179534.0,4422933.0,3922291.0,56.0,54.0,51.0,54.0,3296489.608005246
FPPP,1864955.0,1955726.0,2423239.0,3101068.0,3914679.0,30.0,30.0,39.0,47.0,4649648.354395532
EART,3657880.727171419,2999264.0,2965707.0,3307800.0,3910956.0,28.090355736902804,29.0,31.0,31.0,4452824.048522884
TZEE,2907529.0,2589021.0,2667751.0,3211499.0,3988621.0,43.61761180511329,32.226632124083295,23.0,12.483492633746245,4570083.930095961
IHCK,1629101.0,2221139.0,2610463.0,3278853.0,3896318.0,68.23090716931152,76.51227811979523,86.0,89.0,4527456.431115586
NLNG,1085545.8155116793,603168.0,1531607.0,2895116.0,3895822.0,35.211682317498195,44.98648872318039,56.0,62.0,4664208.518105478
PPJV,1850325.0,1270846.0,1416628.0,1558859.0,3840729.0,50.00782165121326,37.55752817827492,27.0,15.485812044426108,4976985.4273706
QYJP,-1481919.3519118996,83.0,23169.0,611481.0,3889425.0,13.102962274796486,22.754445837882955,34.0,41.0,5035020.221805087
ZYDC,173058.0,1011032.0,2288796.0,3020308.0,3870769.0,127.0,212.0,233.0,303.90422105976916,4941027.310412946
ALNB,890642.0,1646725.0,1723836.0,2273533.0,3858107.0,12.335734476187195,13.035646204115853,18.0,17.0,4630091.988609613
RHCV,1821231.0,1902666.0,3036319.0,2866761.0,3834672.0,83.0,81.0,101.0,91.115754891431,5267309.255593123
WBJW,2355371.0,2233000.0,2595995.0,3824405.0,3917000.0,42.886956479618576,43.0,47.0,44.0,4209445.437106402
UQUL,3502978.0,3002962.0,3335466.0,3184539.0,3827384.0,71.90054852866231,81.0,92.0,95.0,4735408.327350381
MRBR,4672132.706213849,3468219.136097934,3707355.0,3745907.0,3492581.987770381,47.81827185264403,35.418430807617334,25.0,13.601069437414463,4065179.869231864
BKBW,16827000.0,8198000.0,6175000.0,6326000.0,3817000.0,34.12958811903233,31.915555434406258,32.70359769211746,29.0,2567772.8638225766
JNXR,2751896.6339275464,1772601.0,3254908.0,3899460.0,3812488.0,32.16368664596807,38.0,42.0,47.0,4879120.828935318
